partner_id,lender_name,loan_theme_type,country,region,number_of_loans,loaned_amount_for_theme_region_combo
15,South Pacific Business Development (SPBD) - Samoa,Seasonal Worker,Samoa,"Salelologa, Savaii Island",1,600
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Salepouae,14,10475
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Salimu Savaii,2,925
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Salua Manono,5,3625
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Samalaeulu Leauvaa,22,19800
15,South Pacific Business Development (SPBD) - Samoa,SME,Samoa,Samalaeulu Leauvaa,4,21725
15,South Pacific Business Development (SPBD) - Samoa,SME,Samoa,Samalaeulu Savaii,4,8025
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Samalaeulu Savaii,11,9350
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Samata,19,13650
15,South Pacific Business Development (SPBD) - Samoa,SME,Samoa,Samata,2,7700
15,South Pacific Business Development (SPBD) - Samoa,SME,Samoa,Samatau,3,6800
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Samatau,40,35500
15,South Pacific Business Development (SPBD) - Samoa,Higher Education,Samoa,Samatau,1,400
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Samusu,30,22225
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Saoluafata,20,17150
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Sapapalii Savaii,16,7750
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,"Sapini, Savaii",11,8900
15,South Pacific Business Development (SPBD) - Samoa,SME,Samoa,"Sapini, Savaii",2,7875
15,South Pacific Business Development (SPBD) - Samoa,Higher Education,Samoa,Sapunaoa Falealili,2,800
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Sapunaoa Falealili,32,24125
15,South Pacific Business Development (SPBD) - Samoa,Seasonal Worker,Samoa,Sasina,1,600
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Satalo,4,2925
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Sataoa,2,1775
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Satapuala,30,26150
15,South Pacific Business Development (SPBD) - Samoa,SME,Samoa,Satapuala,2,5500
15,South Pacific Business Development (SPBD) - Samoa,Higher Education,Samoa,Satapuala,1,400
15,South Pacific Business Development (SPBD) - Samoa,SME,Samoa,Sataua Savaii,1,3750
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Sataua Savaii,7,4525
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,"Sataua Tai, Savaii",2,1400
15,South Pacific Business Development (SPBD) - Samoa,Seasonal Worker,Samoa,Sataua,2,1575
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Sataua,20,16300
15,South Pacific Business Development (SPBD) - Samoa,SME,Samoa,Sataua,1,3200
15,South Pacific Business Development (SPBD) - Samoa,SME,Samoa,Satoalepai Savaii,3,8200
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Satoalepai Savaii,11,9400
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Satufia Savaii,18,14525
15,South Pacific Business Development (SPBD) - Samoa,SME,Samoa,Satufia Savaii,1,2125
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Satuiatua Savaii,2,1225
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Satuiatua,27,19500
15,South Pacific Business Development (SPBD) - Samoa,SME,Samoa,Satuiatua,1,1575
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Satuimalufilufi,11,5500
15,South Pacific Business Development (SPBD) - Samoa,SME,Samoa,"Satupaitea Pitonuu, Savaii Island",3,6625
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,"Satupaitea Pitonuu, Savaii Island",33,24700
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,"Satupaitea Satufia, Savaii Isalnd",8,6875
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,"Satupaitea Satufia, Savaii Island",1,425
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Satupaitea Vaega Savaii,15,10575
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Sauano Fagaloa,21,10900
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Savaia Lefaga,10,7975
15,South Pacific Business Development (SPBD) - Samoa,SME,Samoa,Savalalo,2,10625
15,South Pacific Business Development (SPBD) - Samoa,Higher Education,Samoa,Savalalo,3,875
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Savalalo,14,11200
15,South Pacific Business Development (SPBD) - Samoa,SME,Samoa,Seesee,3,13225
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Seesee,13,12675
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,"Sili, Savaii Island",9,4975
15,South Pacific Business Development (SPBD) - Samoa,Higher Education,Samoa,Sinamoga,1,400
15,South Pacific Business Development (SPBD) - Samoa,SME,Samoa,Sinamoga,1,3225
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Sinamoga,22,16450
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Siufaga Savaii,19,14075
15,South Pacific Business Development (SPBD) - Samoa,SME,Samoa,Siufaga Savaii,1,4825
15,South Pacific Business Development (SPBD) - Samoa,Seasonal Worker,Samoa,Siufaga Savaii,4,3750
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Siumu,22,16250
15,South Pacific Business Development (SPBD) - Samoa,SME,Samoa,Siusega,1,2800
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Siusega,40,28950
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,"Siutu Salailua, Savaii",6,4075
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Solaua,10,6500
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Solo Solo,18,14675
15,South Pacific Business Development (SPBD) - Samoa,SME,Samoa,Solo Solo,1,5800
15,South Pacific Business Development (SPBD) - Samoa,Higher Education,Samoa,Solosolo,1,400
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Solosolo,17,12275
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,TAPUELEELE,3,1800
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Taelefaga Fagaloa,6,4050
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Tafangamanu,32,21725
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Tafitoala,11,7250
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,"Tafua Tai, Savaii Island",18,12275
15,South Pacific Business Development (SPBD) - Samoa,SME,Samoa,"Tafua Tai, Savaii Island",1,1600
15,South Pacific Business Development (SPBD) - Samoa,SME,Samoa,"Taga, Savaii Island",5,17350
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,"Taga, Savaii Island",20,11550
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Tanugamanono,1,600
15,South Pacific Business Development (SPBD) - Samoa,Seasonal Worker,Samoa,Taufusi,1,975
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Tiavea,22,17075
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Toamua Leusaolii,1,600
15,South Pacific Business Development (SPBD) - Samoa,Seasonal Worker,Samoa,Toamua,1,1000
15,South Pacific Business Development (SPBD) - Samoa,SME,Samoa,Toamua,2,7800
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Toamua,70,53925
15,South Pacific Business Development (SPBD) - Samoa,Higher Education,Samoa,Toamua,1,400
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Tuanai,11,7375
15,South Pacific Business Development (SPBD) - Samoa,SME,Samoa,Tuanai,3,12725
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Tuasivi,8,5400
15,South Pacific Business Development (SPBD) - Samoa,SME,Samoa,Tuasivi,1,1525
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Tufalele,1,800
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Tufuiopa,25,21025
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Tufulele,24,16125
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Tufutafoe,11,7825
15,South Pacific Business Development (SPBD) - Samoa,SME,Samoa,Tufutafoe,2,7075
15,South Pacific Business Development (SPBD) - Samoa,Higher Education,Samoa,Tulaele,2,800
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Tulaele,35,27675
15,South Pacific Business Development (SPBD) - Samoa,SME,Samoa,Tulaele,1,3075
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Uafato,26,16550
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Ulutogia,25,17350
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Utualii,11,8075
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Utulaelae,21,12450
15,South Pacific Business Development (SPBD) - Samoa,SME,Samoa,Vaiafai Savaii,1,3950
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Vaiafai Savaii,6,5200
15,South Pacific Business Development (SPBD) - Samoa,Seasonal Worker,Samoa,Vaiala,1,600
15,South Pacific Business Development (SPBD) - Samoa,SME,Samoa,Vaiala,1,5850
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Vaiala,9,10950
15,South Pacific Business Development (SPBD) - Samoa,SME,Samoa,Vaiee,1,6975
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Vaiee,4,3350
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Vaigaga,14,6800
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Vailele,100,76775
15,South Pacific Business Development (SPBD) - Samoa,SME,Samoa,Vailele,12,51300
15,South Pacific Business Development (SPBD) - Samoa,Higher Education,Samoa,Vailele,4,1600
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Vailima,25,16475
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Vailoa Aleipata,21,17000
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,"Vailoa Palauli, Savaii",14,8750
15,South Pacific Business Development (SPBD) - Samoa,SME,Samoa,Vailoa Tai,1,3125
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Vailoa Tai,85,61175
15,South Pacific Business Development (SPBD) - Samoa,Higher Education,Samoa,Vailoa Tai,1,300
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Vailoa Uta,1,575
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Vailuutai,45,37550
15,South Pacific Business Development (SPBD) - Samoa,SME,Samoa,Vailuutai,1,1925
15,South Pacific Business Development (SPBD) - Samoa,SME,Samoa,Vaimoso,1,4675
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Vaimoso,46,34775
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,"Vaipua,Savaii",12,8175
15,South Pacific Business Development (SPBD) - Samoa,SME,Samoa,"Vaipua,Savaii",1,4950
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,"Vaisala, Savaii",16,12850
15,South Pacific Business Development (SPBD) - Samoa,SME,Samoa,"Vaisala, Savaii",2,5525
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Vaisla Savaii,4,3875
15,South Pacific Business Development (SPBD) - Samoa,SME,Samoa,Vaitele,5,27150
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Vaitele,66,43800
15,South Pacific Business Development (SPBD) - Samoa,Higher Education,Samoa,Vaitoloa,7,2375
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Vaitoloa,35,26750
15,South Pacific Business Development (SPBD) - Samoa,SME,Samoa,Vaitoloa,1,5900
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Vaitoomuli Palauli,40,23775
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Vaiusu,58,39275
15,South Pacific Business Development (SPBD) - Samoa,SME,Samoa,Vaiusu,1,3150
15,South Pacific Business Development (SPBD) - Samoa,SME,Samoa,Vaivase,1,1625
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Vaivase,22,19625
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Vaoala,36,22750
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,"Vaovai Asau, Savaii",4,4425
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Vaovai,10,8525
15,South Pacific Business Development (SPBD) - Samoa,SME,Samoa,Vavau,5,24650
15,South Pacific Business Development (SPBD) - Samoa,Higher Education,Samoa,Vavau,3,1000
15,South Pacific Business Development (SPBD) - Samoa,Underserved,Samoa,Vavau,36,29300
23,Hluvuku-Adsema,General,Mozambique,"Bela-Vista, Maputo",126,43475
23,Hluvuku-Adsema,Subsistence Agriculture,Mozambique,"Bela-Vista, Maputo",2,1025
23,Hluvuku-Adsema,Agriculture,Mozambique,"Bela-Vista, Maputo",1,225
23,Hluvuku-Adsema,Subsistence Agriculture,Mozambique,"Boane, Maputo",24,13925
23,Hluvuku-Adsema,General,Mozambique,"Boane, Maputo",740,352100
23,Hluvuku-Adsema,Agriculture,Mozambique,"Boane, Maputo",1,150
23,Hluvuku-Adsema,SME,Mozambique,"Boane, Maputo",5,9875
23,Hluvuku-Adsema,General,Mozambique,"Catembe, Maputo",104,50875
23,Hluvuku-Adsema,Subsistence Agriculture,Mozambique,"Catembe, Maputo",3,1500
23,Hluvuku-Adsema,SME,Mozambique,"Catembe, Maputo",1,4450
23,Hluvuku-Adsema,Agriculture,Mozambique,Machava15,1,675
23,Hluvuku-Adsema,Subsistence Agriculture,Mozambique,Machava15,8,5875
23,Hluvuku-Adsema,General,Mozambique,Machava15,282,125025
23,Hluvuku-Adsema,Agriculture,Mozambique,Magude,1,250
23,Hluvuku-Adsema,General,Mozambique,Magude,103,33500
23,Hluvuku-Adsema,General,Mozambique,ManhiÍ_a,10,3350
23,Hluvuku-Adsema,Subsistence Agriculture,Mozambique,ManhiÍ_a,3,3775
23,Hluvuku-Adsema,General,Mozambique,"Marracuene, Maputo",115,59875
23,Hluvuku-Adsema,Subsistence Agriculture,Mozambique,"Marracuene, Maputo",2,1075
23,Hluvuku-Adsema,SME,Mozambique,"Marracuene, Maputo",3,5225
23,Hluvuku-Adsema,Subsistence Agriculture,Mozambique,"Moamba, Maputo",13,12600
23,Hluvuku-Adsema,SME,Mozambique,"Moamba, Maputo",5,14200
23,Hluvuku-Adsema,General,Mozambique,"Moamba, Maputo",185,77575
23,Hluvuku-Adsema,General,Mozambique,Namaacha,243,110275
23,Hluvuku-Adsema,SME,Mozambique,Namaacha,6,12975
23,Hluvuku-Adsema,Subsistence Agriculture,Mozambique,Namaacha,7,4075
23,Hluvuku-Adsema,SME,Mozambique,Ponta D'Ouro,2,11775
23,Hluvuku-Adsema,General,Mozambique,Ponta D'Ouro,74,30575
23,Hluvuku-Adsema,Subsistence Agriculture,Mozambique,Ressano Garcia,1,625
23,Hluvuku-Adsema,General,Mozambique,Ressano Garcia,11,3950
23,Hluvuku-Adsema,General,Mozambique,xinavane,6,2275
26,Hope Ukraine,Home Energy Conservation,Ukraine,Belaya Tserkov,2,1275
26,Hope Ukraine,General,Ukraine,Belaya Tserkov,17,25700
26,Hope Ukraine,General,Ukraine,Beregovo,2,3150
26,Hope Ukraine,Home Energy Conservation,Ukraine,Borislav,1,2850
26,Hope Ukraine,General,Ukraine,Borislav,3,3000
26,Hope Ukraine,General,Ukraine,Bukove,1,1850
26,Hope Ukraine,Home Energy Conservation,Ukraine,Chkalova,1,775
26,Hope Ukraine,General,Ukraine,Chop,1,1225
26,Hope Ukraine,Home Energy Conservation,Ukraine,Drogobych,4,3225
26,Hope Ukraine,General,Ukraine,Drogobych,33,39950
26,Hope Ukraine,General,Ukraine,Duniv,1,750
26,Hope Ukraine,General,Ukraine,Fastiv,1,1550
26,Hope Ukraine,General,Ukraine,Gladkovka,4,6525
26,Hope Ukraine,Home Energy Conservation,Ukraine,Irshava,1,400
26,Hope Ukraine,Home Energy Conservation,Ukraine,Kahovka,1,1950
26,Hope Ukraine,General,Ukraine,Kahovka,4,4600
26,Hope Ukraine,Home Energy Conservation,Ukraine,Kamenka-Dneprovskaya,1,2700
26,Hope Ukraine,General,Ukraine,Kamenka-Dneprovskaya,19,29225
26,Hope Ukraine,General,Ukraine,Kardashinka,2,3050
26,Hope Ukraine,General,Ukraine,Kherson,1,375
26,Hope Ukraine,General,Ukraine,Khoost,34,37825
26,Hope Ukraine,Home Energy Conservation,Ukraine,Khoost,9,9450
26,Hope Ukraine,General,Ukraine,Konstantinovka,3,3525
26,Hope Ukraine,General,Ukraine,Korolyovo,10,12750
26,Hope Ukraine,General,Ukraine,Koshelevo,1,1350
26,Hope Ukraine,Home Energy Conservation,Ukraine,Melitopol,6,5125
26,Hope Ukraine,General,Ukraine,Melitopol,55,72975
26,Hope Ukraine,General,Ukraine,Mukachevo,2,1725
26,Hope Ukraine,Home Energy Conservation,Ukraine,Nikopol,1,400
26,Hope Ukraine,General,Ukraine,Nikopol,10,20100
26,Hope Ukraine,General,Ukraine,Novaya Kahovka,16,23625
26,Hope Ukraine,Home Energy Conservation,Ukraine,Novaya Kahovka,2,2175
26,Hope Ukraine,General,Ukraine,Novomoskovsk,3,5675
26,Hope Ukraine,General,Ukraine,Pavlograd,29,41175
26,Hope Ukraine,General,Ukraine,Pershotravensk,3,8825
26,Hope Ukraine,General,Ukraine,Ripchitsy,1,650
26,Hope Ukraine,General,Ukraine,Tavriyskoye,1,1750
26,Hope Ukraine,General,Ukraine,Tavryisk,2,1100
26,Hope Ukraine,General,Ukraine,Ternovka,1,1200
26,Hope Ukraine,General,Ukraine,Tyachevo,1,750
26,Hope Ukraine,Home Energy Conservation,Ukraine,Tyachevo,1,2250
26,Hope Ukraine,Home Energy Conservation,Ukraine,Uzhgorod,1,775
26,Hope Ukraine,General,Ukraine,Uzhgorod,2,1625
26,Hope Ukraine,General,Ukraine,Velikaya Znamenka,2,3225
26,Hope Ukraine,General,Ukraine,Veseloye,1,800
26,Hope Ukraine,General,Ukraine,Vinogradovo,126,168500
26,Hope Ukraine,Home Energy Conservation,Ukraine,Vinogradovo,19,22275
26,Hope Ukraine,General,Ukraine,Vodyanoye,3,7600
26,Hope Ukraine,General,Ukraine,Voznesenovka,2,1850
26,Hope Ukraine,Home Energy Conservation,Ukraine,Zalischyky,1,1375
26,Hope Ukraine,General,Ukraine,Zalischyky,2,1250
26,Hope Ukraine,General,Ukraine,Zalom,1,375
26,Hope Ukraine,General,Ukraine,Zaporozhye,9,17900
26,Hope Ukraine,General,Ukraine,Znamenka,1,1325
30,Komak Credit Union,Vulnerable Populations,Azerbaijan,"Baku, city",9,17550
